url,category,title,date,content
https://kookbang.dema.mil.kr/newsWeb/20210908/3/ATCE_CTGR_0080080001/view.do,command_communication,(K)TA-264/PT 증폭전화기,,"TA-264/PT Long Line Telephone Set
TA-264/PT는 미국에서 생산한 휴대용 증폭 전화기이며 1960년대 중반 미 군원 품목으로 육군에 보급되어 당시 육군의 표준장비로 운용되던 TP-9/PT를 대체하기 시작했다.
이 전화기는 주로 중계기의 설치 유지가 곤란한 야전의 장거리 선로에서 통달 거리를 확장하는 데 사용했으며 2선식 선로의 끝지점이나 선로의 중단지점에 연결하여 운용했다. 미국 ECOM사 제작.
KTA-264/PT는 국내 한국국제통신이 1977년부터 모방생산한 것으로 보병사단급 부대의 상황실에서 운용됐다. 통달거리 40~72Km, 무게 9.75kg"
https://kookbang.dema.mil.kr/newsWeb/20210908/1/ATCE_CTGR_0080080001/view.do,command_communication,TP-6 공전 자동전화기,,"TP-6 전화기는 공전 및 자동전화기로서 6·25전쟁 휴전 후인 1953년부터 사단급 이상 부대에서 공전식 교환대에 가입하여 운용했다. 미국의 밀스펙(MILSPEC)사 제품으로 무게 3.4kg에 다이얼 설치가 가능했다.
▶ 용어설명
공전식 (common-battery system, 共電式)
전화 가입자의 송화용이나 신호용의 전류를 교환국에 설비한 공통 전원에서 공급하고 국의 교환수에 의해서 교환 접속을 하는 수동 교환방식의 일종이다.( 전기용어사전) 
전화국에 직류 전원과 신호 전원이 있는 전화 회선에 사용하는 전화기. 수동 교환이기 때문에 수화기를 들면 국에 접속되고 교환원이 나온다. 교환원에게 상대방 번호를 말하면 교환원이 접속해 준다. (전자용어사전)"
https://kookbang.dema.mil.kr/newsWeb/20210222/1/ATCE_CTGR_0080080002/view.do,command_communication,SCR-508 무전기,,"SCR-508 (Signal Corps Radio)
기갑 및 기계화부대 주로 운용
SCR-508 무전기는 제2차 세계대전 중 미 육군이 운용하던 SCR-293 및 SCR-245 무전기를 대체하며 기갑부대와 기계화부대에서 지휘통제용으로 폭넓게 운용된 단거리 FM무전기이다.
미군은 제2차 세계대전 중 M4 셔먼전차 등 전차 부대의 지휘와 통제를 위해 운용하였다.
한국군은 우리 군은 6·25전쟁간 미 군원으로 도입해
1960년까지
대대급 이상 제대에서 지휘통신망과 보·전·포 협동작전 통신망으로 차량에 설치, 이용했다."
https://kookbang.dema.mil.kr/newsWeb/20210221/1/ATCE_CTGR_0080080002/view.do,command_communication,AN/PRC-6 휴대용 무전기,,"AN/PRC-6는 미국 JETDS사(社)에서 생산한 소형·경량의 저출력 휴대용 주파수 변조(FM) 무전기이다.
우리 군은 1953년부터 1968년까지 미국 군사원조 품목으로 획득해 운용했으며, 1973년 베트남 파병 국군이 복귀할 때 휴대해 계속 장비했다. 보병·포병부대의 분·소대급 소부대에서 사용하다가 지휘통신용으로 운용했다.
1970년대 중반 국산 분·소대용 소형 무전기가 개발, 보급되면서 일선에서 물러나기 시작해 1981년경 도태처리 되었다.
진공관식(眞空管式)으로 휴대용으로는 다소 큰 편이며 무게는 2.95kg이다. 송수신기(RT-196), 안테나(AS-2787), 건전지(BA-270) 등으로 구성됐으며 통달(通達)거리는 약 1.6km이다."
https://kookbang.dema.mil.kr/newsWeb/20210216/6/ATCE_CTGR_0080080001/view.do,command_communication,(K)TA-312/PT 야전전화기,,"(K)TA-312 field phone
TA-312/PT는 TA-43/PT와 같이 2선식(two-wire)의 배터리 작동(battery-operated) 야전용 전화기이다.  미국 ECOM사가 개발했으며, 우리 군은 1957~1968년 미 군원으로 획득하고 1971년 주한미군 철수 시 인수해 육군 사단급 제대 이하 부대에 보급해 운용했다.
KTA-312 전화기는 TA-312/PT를 국방과학연구소와 한국국제통신(주)이 모방개발·생산한 것으로 1975~1985까지 약 4만 대를 생산해 중대급 이상 제대에 전술용으로 보급했다.
운용 방식 : 자석/공전/반공전식
신호 형태 : 가청
통달거리 : 22.2 ~ 35km
무게 : 4.3kg
송화 전원 : 3V (DC)
생산 : 한국국제통신"
https://kookbang.dema.mil.kr/newsWeb/20210216/5/ATCE_CTGR_0080080001/view.do,command_communication,(K)TA-1/PT 야전 전화기,,"TA-1/PT Field Phone
TA-1/PT 야전 전화기(Field Phone)는 미국 ECOM사가 1940년대 말 개발한 자석식 휴대용 야전 전화기이다.
육군은 1953년 휴전 직후 미 군원 품목으로 도입하기 시작해 1972년까지 미 군원 품목으로 또는 미군 철수 시 인수장비로 획득했다. 또 베트남 파병 부대가 복귀할 때 휴대장비로 확보하기도 했다.
음성 전력(sound-powered)으로 동작하는 2선식 전화기로 WD-1/TT 필드 와이어(Field Wire)를 이용할 경우 통달거리는 6.4km(4마일) 가량 되었다. 1.25kg의 TA-1/PT는 방수케이스에 넣어 휴대할 수 있었으며, 중대급 이하 부대간 또는 경계초소간에 다른 전화기 또는 자석식 교환기에 연결해 사용했다.
이 전화기가 보급되면서 국군 첫 전화기인 TS-10전화기는 도태되었다.
한편
TA-1전화기를 1975년부터 국내 한국국제통신에서 모방생산해 배치한 것이
KTA-1PT이다.
다. 야전부대 중대급 이하 제대(경계초소용 등)에서 운용했다."
https://kookbang.dema.mil.kr/newsWeb/20210216/4/ATCE_CTGR_0080080001/view.do,command_communication,TA-43/PT 야전전화기,,"TA-43/PT 야전 전화기는 미국 MILSPEC사가 제작한 자석식 및 공전식 야전용 전화기로서 대한민국 육군은 1971년부터 미 군원 품목으로 확보해 사단급 이하 제대에서 전술용 전화기로 사용했다.
야전 전술 상황에서 편리하게 운용할 수 있도록 견고할 뿐만 아니라 방수 처리도 되었다. 야외 휴대는 물론 실내에서는 책상이나 벽에 고정 설치할 수 있다. 1975년에 국내에서 KTA-312/PT를 생산하면서 대체되기 시작해 1980년대 중반 이후 도태되었다.
운용방식 : 자석식 및 공전식
신호형태 : 가청
주파수 범위 : 300~3,200Hz
신호전원 : AV90~100V (수동발전기)
통달거리 : 22~35km
무게 : 4.3kg
제작 : 미국 MILSPEC사
<용어설명>
■ 공전식 전화기 
common-battery telephone set , 共電式電話機
전화국에 직류 전원과 신호 전원이 있는 전화 회선에 사용하는 전화기. 수동 교환이기 때문에 수화기를 들면 국에 접속되고 교환원이 나온다. 교환원에게 상대방 번호를 말하면 교환원이 접속해 준다. <출처 : 전자용어사전, 1995, 월간 전자기술 편집위원회>
■ 자동식 전화기
automatic telephone set , 自動式電話機
가장 일반적으로 쓰이고 있는 전화기로, 가입자 자신이 상대방의 번호에 따른 호출 조작을 함으로써 자동 전화 교환기가 동작하여 자동적으로 상대방에 접속되어 통화할 수 있도록 되어 있다. 이 전화기에서는 통화용, 신호용의 전류는 모두 전화국측에 설치된 대용량의 2차 전지에 의해서 공급된다. <출처 : 전자용어사전, 1995, 월간 전자기술 편집위원회>"
https://kookbang.dema.mil.kr/newsWeb/20210216/3/ATCE_CTGR_0080080001/view.do,command_communication,TP-9/PT 전화기,,"TP-9/PT Field Phone
미국 미 ECOM에서 생산한 자석식 휴대용 전화기로서 국군은 6·25전쟁이 시작된 후 미 군원으로 도입했다.
EE-8보다 크며 금속재로 제작되었다.
비교적 장거리 통신이 가능해 보병사단의 상황실에 설치하거나 특수임무를 수행하는 부대에서 사용했다. 1980년대 중반까지 운용되다 국산 KTA-264/PT가 보급되면서 도태되었다.
통달거리 : 48~72km (비증폭시)
무게 : 9.75kg(배터리 포함)"
https://kookbang.dema.mil.kr/newsWeb/20210216/2/ATCE_CTGR_0080080001/view.do,command_communication,EE-8 전화기,,"EE-8 Field Phone
EE-8 전화기(Field Phone)는 1940년대에 미국 ECOM사(社)가 제작한 자석식 및 반공전식으로 운용하는 이동형 전화기로서, TS-10 전화기(Handset Telephone)와 함께 창군시 미군으로부터 인수해 장비한 국군 최초의 전화기이다.
연대 및 대대급 제대에서 전술용으로 운용된 이 전화기는 통화거리가 19~20km(야전식 WD-1/TT 사용시) 정도였다. 비교적 정교하고 튼튼하게 제작돼 야전에서 휴대와 운용이 편리했다는 평가를 받았다.
미군에서는 제2차 세계대전 때 운용되기 시작해 베트남전쟁까지 쓰였으며, 국군에서는 육군 부대에 따라 1980년 중반까지 사용된 것으로 알려져 있다.
크기 : 9.5 x 7.75 x  3.5 인치 (inches)
무게 : 9.75 파운드(pounds · 배터리 포함)"
https://kookbang.dema.mil.kr/newsWeb/20210216/1/ATCE_CTGR_0080080001/view.do,command_communication,TS-10 전화기,,"TS-10 Handset Telephone
대한민국 국군이 EE-8 전화기와 함께 최초로 보유한 전화기이다.
TS-10 전화기는 1944년 미국 윌콕스(Wilcox) 전자회사에서 제작한 휴대용 전화기(Handset Telephone)로서 창군 때 미군으로부터 인수했다. 6·25전쟁 중에는 야전에서 소대와 분대간, 또는 경계 초소간 비슷한 종류의 야전 전화기나 자석식 교환기에 연결해 운용했다.
크기 : 가로 6.03cm, 세로 9.53cm, 높이 23.18cm"
